sample_id,db_id,chart,hardness,error_before_logged,error_before_runtime,error_category,fix_strategy,semantic_risk,sql_after_ok,changed_chars,change_ratio,sql_before,sql_after
3241,wine_1,Bar,Medium,misuse of aggregate function avg(),misuse of aggregate function avg(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.931507,"SELECT Year , SUM(avg(Price)) FROM WINE","SELECT Year , avg(Price) FROM WINE"
3249,wine_1,Bar,Easy,misuse of aggregate function max(),misuse of aggregate function max(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.931507,"SELECT Year , AVG(max(Price)) FROM WINE","SELECT Year , max(Price) FROM WINE"
3251,wine_1,Bar,Easy,misuse of aggregate function max(),misuse of aggregate function max(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.931507,"SELECT Year , AVG(max(Score)) FROM WINE","SELECT Year , max(Score) FROM WINE"
3257,wine_1,Scatter,Easy,aggregate functions are not allowed in the GROUP BY clause,aggregate functions are not allowed in the GROUP BY clause,aggregate_in_group_by,replace_groupby_aggregate_expr,medium,True,5,0.956522,"SELECT max(Price) , max(Score) FROM WINE GROUP BY max(Price)","SELECT max(Price) , max(Score) FROM WINE GROUP BY Price"
2202@x_name@ASC,manufactory_1,Bar,Medium,ambiguous column name: Name,ambiguous column name: Name,ambiguous_column_reference,qualify_ambiguous_column,low,True,3,0.989324,"SELECT T1.Name , max(T1.Price) FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer = T2.code GROUP BY T1.Name ORDER BY Name ASC","SELECT T1.Name , max(T1.Price) FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer = T2.code GROUP BY T1.Name ORDER BY T1.Name ASC"
2202@x_name@DESC,manufactory_1,Bar,Medium,ambiguous column name: Name,ambiguous column name: Name,ambiguous_column_reference,qualify_ambiguous_column,low,True,3,0.989399,"SELECT T1.Name , max(T1.Price) FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer = T2.code GROUP BY T1.Name ORDER BY Name DESC","SELECT T1.Name , max(T1.Price) FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer = T2.code GROUP BY T1.Name ORDER BY T1.Name DESC"
2203@x_name@ASC,manufactory_1,Bar,Medium,ambiguous column name: Name,ambiguous column name: Name,ambiguous_column_reference,qualify_ambiguous_column,low,True,3,0.989324,"SELECT T2.Name , max(T1.Price) FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer = T2.code GROUP BY T2.Name ORDER BY Name ASC","SELECT T2.Name , max(T1.Price) FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer = T2.code GROUP BY T2.Name ORDER BY T1.Name ASC"
2203@x_name@DESC,manufactory_1,Bar,Medium,ambiguous column name: Name,ambiguous column name: Name,ambiguous_column_reference,qualify_ambiguous_column,low,True,3,0.989399,"SELECT T2.Name , max(T1.Price) FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer = T2.code GROUP BY T2.Name ORDER BY Name DESC","SELECT T2.Name , max(T1.Price) FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer = T2.code GROUP BY T2.Name ORDER BY T1.Name DESC"
2431@x_name@ASC,music_1,Bar,Medium,aggregate functions are not allowed in the GROUP BY clause,aggregate functions are not allowed in the GROUP BY clause,aggregate_in_group_by,replace_groupby_aggregate_expr,medium,True,5,0.983051,"SELECT min(T1.duration) , min(T2.rating) FROM files AS T1 JOIN song AS T2 ON T1.f_id = T2.f_id GROUP BY min(T1.duration) ORDER BY min(T1.duration) ASC","SELECT min(T1.duration) , min(T2.rating) FROM files AS T1 JOIN song AS T2 ON T1.f_id = T2.f_id GROUP BY T1.duration ORDER BY min(T1.duration) ASC"
2431@x_name@DESC,music_1,Bar,Medium,aggregate functions are not allowed in the GROUP BY clause,aggregate functions are not allowed in the GROUP BY clause,aggregate_in_group_by,replace_groupby_aggregate_expr,medium,True,5,0.983165,"SELECT min(T1.duration) , min(T2.rating) FROM files AS T1 JOIN song AS T2 ON T1.f_id = T2.f_id GROUP BY min(T1.duration) ORDER BY min(T1.duration) DESC","SELECT min(T1.duration) , min(T2.rating) FROM files AS T1 JOIN song AS T2 ON T1.f_id = T2.f_id GROUP BY T1.duration ORDER BY min(T1.duration) DESC"
2431@y_name@ASC,music_1,Bar,Medium,aggregate functions are not allowed in the GROUP BY clause,aggregate functions are not allowed in the GROUP BY clause,aggregate_in_group_by,replace_groupby_aggregate_expr,medium,True,5,0.982818,"SELECT min(T1.duration) , min(T2.rating) FROM files AS T1 JOIN song AS T2 ON T1.f_id = T2.f_id GROUP BY min(T1.duration) ORDER BY min(T2.rating) ASC","SELECT min(T1.duration) , min(T2.rating) FROM files AS T1 JOIN song AS T2 ON T1.f_id = T2.f_id GROUP BY T1.duration ORDER BY min(T2.rating) ASC"
2431@y_name@DESC,music_1,Bar,Medium,aggregate functions are not allowed in the GROUP BY clause,aggregate functions are not allowed in the GROUP BY clause,aggregate_in_group_by,replace_groupby_aggregate_expr,medium,True,5,0.982935,"SELECT min(T1.duration) , min(T2.rating) FROM files AS T1 JOIN song AS T2 ON T1.f_id = T2.f_id GROUP BY min(T1.duration) ORDER BY min(T2.rating) DESC","SELECT min(T1.duration) , min(T2.rating) FROM files AS T1 JOIN song AS T2 ON T1.f_id = T2.f_id GROUP BY T1.duration ORDER BY min(T2.rating) DESC"
3241@y_name@ASC,wine_1,Bar,Medium,misuse of aggregate function avg(),misuse of aggregate function avg(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,11,0.913386,"SELECT Year , SUM(avg(Price)) FROM WINE  ORDER BY SUM(avg(Price)) ASC","SELECT Year , avg(Price) FROM WINE ORDER BY avg(Price) ASC"
3241@y_name@DESC,wine_1,Bar,Medium,misuse of aggregate function avg(),misuse of aggregate function avg(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,11,0.914729,"SELECT Year , SUM(avg(Price)) FROM WINE  ORDER BY SUM(avg(Price)) DESC","SELECT Year , avg(Price) FROM WINE ORDER BY avg(Price) DESC"
3249@y_name@ASC,wine_1,Bar,Medium,misuse of aggregate function max(),misuse of aggregate function max(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,11,0.913386,"SELECT Year , AVG(max(Price)) FROM WINE  ORDER BY AVG(max(Price)) ASC","SELECT Year , max(Price) FROM WINE ORDER BY max(Price) ASC"
3249@y_name@DESC,wine_1,Bar,Medium,misuse of aggregate function max(),misuse of aggregate function max(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,11,0.914729,"SELECT Year , AVG(max(Price)) FROM WINE  ORDER BY AVG(max(Price)) DESC","SELECT Year , max(Price) FROM WINE ORDER BY max(Price) DESC"
3251@y_name@ASC,wine_1,Bar,Medium,misuse of aggregate function max(),misuse of aggregate function max(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,11,0.913386,"SELECT Year , AVG(max(Score)) FROM WINE  ORDER BY AVG(max(Score)) ASC","SELECT Year , max(Score) FROM WINE ORDER BY max(Score) ASC"
3251@y_name@DESC,wine_1,Bar,Medium,misuse of aggregate function max(),misuse of aggregate function max(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,11,0.914729,"SELECT Year , AVG(max(Score)) FROM WINE  ORDER BY AVG(max(Score)) DESC","SELECT Year , max(Score) FROM WINE ORDER BY max(Score) DESC"
676@x_name@ASC,college_3,Bar,Extra Hard,"near T2"": syntax error""","near ""T2"": syntax error",malformed_sql_syntax,repair_sql_syntax,medium,True,1,0.996904,"SELECT T1.CName , COUNT(T1.CName) FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID = T2.CID GROUP BY T1.CName T2.CID HAVING COUNT(*) >= 5 ORDER BY T1.CName ASC","SELECT T1.CName , COUNT(T1.CName) FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID = T2.CID GROUP BY T1.CName, T2.CID HAVING COUNT(*) >= 5 ORDER BY T1.CName ASC"
676@x_name@DESC,college_3,Bar,Extra Hard,"near T2"": syntax error""","near ""T2"": syntax error",malformed_sql_syntax,repair_sql_syntax,medium,True,1,0.996923,"SELECT T1.CName , COUNT(T1.CName) FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID = T2.CID GROUP BY T1.CName T2.CID HAVING COUNT(*) >= 5 ORDER BY T1.CName DESC","SELECT T1.CName , COUNT(T1.CName) FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID = T2.CID GROUP BY T1.CName, T2.CID HAVING COUNT(*) >= 5 ORDER BY T1.CName DESC"
676@y_name@ASC,college_3,Bar,Extra Hard,"near T2"": syntax error""","near ""T2"": syntax error",malformed_sql_syntax,repair_sql_syntax,medium,True,1,0.997033,"SELECT T1.CName , COUNT(T1.CName) FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID = T2.CID GROUP BY T1.CName T2.CID HAVING COUNT(*) >= 5 ORDER BY COUNT(T1.CName) ASC","SELECT T1.CName , COUNT(T1.CName) FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID = T2.CID GROUP BY T1.CName, T2.CID HAVING COUNT(*) >= 5 ORDER BY COUNT(T1.CName) ASC"
676@y_name@DESC,college_3,Bar,Extra Hard,"near T2"": syntax error""","near ""T2"": syntax error",malformed_sql_syntax,repair_sql_syntax,medium,True,1,0.997050,"SELECT T1.CName , COUNT(T1.CName) FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID = T2.CID GROUP BY T1.CName T2.CID HAVING COUNT(*) >= 5 ORDER BY COUNT(T1.CName) DESC","SELECT T1.CName , COUNT(T1.CName) FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID = T2.CID GROUP BY T1.CName, T2.CID HAVING COUNT(*) >= 5 ORDER BY COUNT(T1.CName) DESC"
2687@y_name@ASC,sakila_1,Bar,Extra Hard,SELECTs to the left and right of UNION do not have the same number of result columns,SELECTs to the left and right of UNION do not have the same number of result columns,union_column_mismatch,rewrite_union_projection_arity,high,True,49,0.883168,"SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' ORDER BY COUNT(payment_date) ASC","SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date, COUNT(T1.payment_date) FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' GROUP BY T1.payment_date ORDER BY COUNT(payment_date) ASC"
2687@y_name@DESC,sakila_1,Bar,Extra Hard,SELECTs to the left and right of UNION do not have the same number of result columns,SELECTs to the left and right of UNION do not have the same number of result columns,union_column_mismatch,rewrite_union_projection_arity,high,True,49,0.883629,"SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' ORDER BY COUNT(payment_date) DESC","SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date, COUNT(T1.payment_date) FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' GROUP BY T1.payment_date ORDER BY COUNT(payment_date) DESC"
2688@y_name@ASC,sakila_1,Bar,Extra Hard,SELECTs to the left and right of UNION do not have the same number of result columns,SELECTs to the left and right of UNION do not have the same number of result columns,union_column_mismatch,rewrite_union_projection_arity,high,True,49,0.883168,"SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' ORDER BY COUNT(payment_date) ASC","SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date, COUNT(T1.payment_date) FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' GROUP BY T1.payment_date ORDER BY COUNT(payment_date) ASC"
2688@y_name@DESC,sakila_1,Bar,Extra Hard,SELECTs to the left and right of UNION do not have the same number of result columns,SELECTs to the left and right of UNION do not have the same number of result columns,union_column_mismatch,rewrite_union_projection_arity,high,True,49,0.883629,"SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' ORDER BY COUNT(payment_date) DESC","SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date, COUNT(T1.payment_date) FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' GROUP BY T1.payment_date ORDER BY COUNT(payment_date) DESC"
2689@x_name@ASC,sakila_1,Line,Extra Hard,SELECTs to the left and right of UNION do not have the same number of result columns,SELECTs to the left and right of UNION do not have the same number of result columns,union_column_mismatch,rewrite_union_projection_arity,high,True,24,0.952941,"SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' GROUP BY payment_date ORDER BY payment_date ASC","SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date, COUNT(T1.payment_date) FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' GROUP BY payment_date ORDER BY payment_date ASC"
2689@x_name@DESC,sakila_1,Line,Extra Hard,SELECTs to the left and right of UNION do not have the same number of result columns,SELECTs to the left and right of UNION do not have the same number of result columns,union_column_mismatch,rewrite_union_projection_arity,high,True,24,0.953125,"SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' GROUP BY payment_date ORDER BY payment_date DESC","SELECT payment_date , COUNT(payment_date) FROM payment WHERE amount > 10 UNION SELECT T1.payment_date, COUNT(T1.payment_date) FROM payment AS T1 JOIN staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = 'Elsa' GROUP BY payment_date ORDER BY payment_date DESC"
2370@x_name@ASC,movie_1,Bar,Hard,misuse of aggregate function min(),misuse of aggregate function min(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.980392,"SELECT T2.title , SUM(min(T1.stars)) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY T2.title ASC","SELECT T2.title , min(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY T2.title ASC"
2370@x_name@DESC,movie_1,Bar,Hard,misuse of aggregate function min(),misuse of aggregate function min(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.980545,"SELECT T2.title , SUM(min(T1.stars)) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY T2.title DESC","SELECT T2.title , min(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY T2.title DESC"
2370@y_name@ASC,movie_1,Bar,Hard,misuse of aggregate function min(),misuse of aggregate function min(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.962963,"SELECT T2.title , SUM(min(T1.stars)) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY SUM(min(T1.stars)) ASC","SELECT T2.title , min(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY min(T1.stars) ASC"
2370@y_name@DESC,movie_1,Bar,Hard,misuse of aggregate function min(),misuse of aggregate function min(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.963235,"SELECT T2.title , SUM(min(T1.stars)) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY SUM(min(T1.stars)) DESC","SELECT T2.title , min(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY min(T1.stars) DESC"
2371@x_name@ASC,movie_1,Bar,Hard,misuse of aggregate function min(),misuse of aggregate function min(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.980392,"SELECT T2.title , AVG(min(T1.stars)) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY T2.title ASC","SELECT T2.title , min(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY T2.title ASC"
2371@x_name@DESC,movie_1,Bar,Hard,misuse of aggregate function min(),misuse of aggregate function min(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.980545,"SELECT T2.title , AVG(min(T1.stars)) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY T2.title DESC","SELECT T2.title , min(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY T2.title DESC"
2371@y_name@ASC,movie_1,Bar,Hard,misuse of aggregate function min(),misuse of aggregate function min(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.962963,"SELECT T2.title , AVG(min(T1.stars)) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY AVG(min(T1.stars)) ASC","SELECT T2.title , min(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY min(T1.stars) ASC"
2371@y_name@DESC,movie_1,Bar,Hard,misuse of aggregate function min(),misuse of aggregate function min(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.963235,"SELECT T2.title , AVG(min(T1.stars)) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY AVG(min(T1.stars)) DESC","SELECT T2.title , min(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.title ORDER BY min(T1.stars) DESC"
2409@x_name@ASC,movie_1,Line,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,qualify_ambiguous_column,low,True,9,0.967273,"SELECT year , COUNT(year) FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title != T2.title ORDER BY year ASC","SELECT T1.year , COUNT(T1.year) FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title != T2.title ORDER BY T1.year ASC"
2409@x_name@DESC,movie_1,Line,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,qualify_ambiguous_column,low,True,9,0.967509,"SELECT year , COUNT(year) FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title != T2.title ORDER BY year DESC","SELECT T1.year , COUNT(T1.year) FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title != T2.title ORDER BY T1.year DESC"
158@y_name@ASC,baseball_1,Bar,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,qualify_ambiguous_column,low,True,9,0.973294,"SELECT year , COUNT(year) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY COUNT(year) ASC","SELECT T1.year , COUNT(T1.year) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY COUNT(T1.year) ASC"
158@y_name@DESC,baseball_1,Bar,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,qualify_ambiguous_column,low,True,9,0.973451,"SELECT year , COUNT(year) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY COUNT(year) DESC","SELECT T1.year , COUNT(T1.year) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY COUNT(T1.year) DESC"
159@y_name@ASC,baseball_1,Bar,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,flatten_nested_aggregate,high,True,10,0.913295,"SELECT year , SUM(count(*)) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY SUM(count(*)) ASC","SELECT T1.year , count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' GROUP BY T1.year ORDER BY count(*) ASC"
159@y_name@DESC,baseball_1,Bar,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,flatten_nested_aggregate,high,True,10,0.913793,"SELECT year , SUM(count(*)) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY SUM(count(*)) DESC","SELECT T1.year , count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' GROUP BY T1.year ORDER BY count(*) DESC"
160@y_name@ASC,baseball_1,Bar,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,flatten_nested_aggregate,high,True,10,0.913295,"SELECT year , AVG(count(*)) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY AVG(count(*)) ASC","SELECT T1.year , count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' GROUP BY T1.year ORDER BY count(*) ASC"
160@y_name@DESC,baseball_1,Bar,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,flatten_nested_aggregate,high,True,10,0.913793,"SELECT year , AVG(count(*)) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY AVG(count(*)) DESC","SELECT T1.year , count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' GROUP BY T1.year ORDER BY count(*) DESC"
161@x_name@ASC,baseball_1,Line,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,flatten_nested_aggregate,high,True,1,0.965517,"SELECT year , SUM(count(*)) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY year ASC","SELECT T1.year , count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY T1.year ASC"
161@x_name@DESC,baseball_1,Line,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,flatten_nested_aggregate,high,True,1,0.965732,"SELECT year , SUM(count(*)) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY year DESC","SELECT T1.year , count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY T1.year DESC"
162@x_name@ASC,baseball_1,Line,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,flatten_nested_aggregate,high,True,1,0.965517,"SELECT year , AVG(count(*)) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY year ASC","SELECT T1.year , count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY T1.year ASC"
162@x_name@DESC,baseball_1,Line,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,flatten_nested_aggregate,high,True,1,0.965732,"SELECT year , AVG(count(*)) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY year DESC","SELECT T1.year , count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' ORDER BY T1.year DESC"
163@x_name@ASC,baseball_1,Line,Extra Hard,ambiguous column name: year,ambiguous column name: year,ambiguous_column_reference,qualify_ambiguous_column,low,True,6,0.982759,"SELECT year , count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' GROUP BY T1.year ORDER BY year ASC","SELECT T1.year , count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' GROUP BY T1.year ORDER BY T1.year ASC"
